index,country,iso_a3,type,country_popup,inc_popup,prev_popup,UCCD_popup,hosp_popup,surg_popup,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,prev_IBD,prev_CD,prev_UC,epi_stage,pop_based,prev_most_recent,prev_AAPC,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,Notes,DeveloperNotes
22,France,FRA,country,"<p style=""font-size: 150%""><b>France</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the 2000–2002 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 8.2/100,000 and 7.2/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/12/3/218/4677291?login=true' target='_blank'>Nerich 2006</a>).<br><br>

<b>Amiens:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 8.1/100,000 and 5.6/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Brittany:</b> In 1994, the incidence of Crohn’s disease and ulcerative colitis was estimated at 2.8/100,000 and 2.9/100,000, respectively (<a href='https://www.em-consulte.com/article/97834' target='_blank'>Pagenault 1997</a>).<br><br>

<b>Corsica:</b> In 2002, the incidence of Crohn’s disease and ulcerative colitis was estimated at 4.05/100,000 and 9.5/100,000, respectively (<a href='' target='_blank'>Abakar-Mahamat 2007</a>).<br><br>

<b>Northern France:</b> Over the 1988–1990 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.2/100,000 and 4.31/100,000, respectively. In 2006, the incidence of Crohn’s disease was estimated at 6.7/100,000 and was as high as 7.05/100,000 in the 1997–1999 period. In 2006, the incidence of ulcerative colitis was estimated at 3.39/100,000 and was as high as 4.46/100,000 in the 1991–1993 period (<a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2036.2011.04628.x' target='_blank'>Chouraki 2011</a>).<br><br>

<b>Nord-Pas de Calais:</b> In 1988, the incidence of Crohn’s disease and ulcerative colitis was 6.3/100,000 and 4.6/100,000, respectively (Colombel 1990(Incidence des maladies inflammatoires du tube digestif dans la region Nord-Pas de Calais et le departement de la Somme (1988))).<br><br>

<b>Puy-de-Dome:</b> In 1993, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.7/100,000 and 1.9/100,000, respectively (<a href='https://pubmed.ncbi.nlm.nih.gov/9295977/' target='_blank'>Flamenbaum 1997</a>).<br><br>

References: Colombel 1990, <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/9295977/' target='_blank'>Flamenbaum 1997</a>, <a href='https://www.em-consulte.com/article/97834' target='_blank'>Pagenault 1997</a>, <a href='https://academic.oup.com/ibdjournal/article/12/3/218/4677291?login=true' target='_blank'>Nerich 2006</a>, <a href='' target='_blank'>Abakar-Mahamat 2007</a>, <a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2036.2011.04628.x' target='_blank'>Chouraki 2011</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",28.9993491,10.19152621,3.221015734,"<p style=""font-size: 125%"">Overall incidence: 29<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 10.19<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.22<br></p>",18.57565957,18.44567778,14.29897937,AI,pop,,,,,major developed,,,
23,Germany,DEU,country,"<p style=""font-size: 150%""><b>Germany</b></p>","<p style=""font-size: 125%""><b>Cologne:</b> In 1985, the incidence of Crohn’s disease was estimated at 5.1/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/8232089/' target='_blank'>Loffler 1993</a>).<br><br>

<b>Duisburg:</b> Over the 1980–1984 period, the incidence of Crohn’s disease was estimated at 3.8/100,000 (<a href='' target='_blank'>Goebell 1994</a>).<br><br>

<b>Mulheim/Essen:</b> Over the 1991–1995 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3/100,000 and 4.2/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/5/2/79/4753901?login=true' target='_blank'>Timmer 1999a</a> & <a href='https://pubmed.ncbi.nlm.nih.gov/10604221/' target='_blank'>Timmer 1999b</a>, see also <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Marburg/Lahn:</b> Over the 1964–1975 period, the incidence of Crohn’s disease was estimated at 3/100,000. Over the 1962–1973 period, the incidence of ulcerative colitis was estimated at 5.08/100,000 (Brandes 1983(Epidemiologische Aspekte zur Enterocolitis regionalis Crohn und Colitis ulcerosa in Marburg/Lahn (FRG) zwischen 1962 und 1975)).<br><br>

<b>Oberhausen:</b> Over the 1980–1984 period, the incidence of Crohn’s disease was estimated at 4.2/100,000 (<a href='https://journals.lww.com/eurojgh/Abstract/1994/11000/A_prospective_analysis_of_the_incidence_and.12.aspx' target='_blank'>Goebell 1994</a>).<br><br>

<b>Oberpfalz:</b> Over the 2004–2006 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.6/100,000 and 3.9/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Fulltext/2008/09000/The_incidence_of_inflammatory_bowel_disease_in_a.16.aspx' target='_blank'>Ott 2008</a>).<br><br>

<b>Tübingen:</b> In 1970, the incidence of Crohn’s disease and ulcerative colitis was 1.17/100,000 and 0.51/100,000, respectively. In 1989, the incidence of Crohn’s disease was 1.18/100,000 and was as high as 5.66/100,000 in 1980. In 1989, the incidence of ulcerative colitis was 1.75/100,000 and was as high as 2.08/100,000 in 1981 (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>).<br><br>

References: Brandes 1983, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091349' target='_blank'>Daiss 1989</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/8232089/' target='_blank'>Loffler 1993</a>, <a href='https://journals.lww.com/eurojgh/Abstract/1994/11000/A_prospective_analysis_of_the_incidence_and.12.aspx' target='_blank'>Goebell 1994</a>, <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href=''https://academic.oup.com/ibdjournal/article/5/2/79/4753901?login=true' target='_blank'>Timmer 1999a</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/10604221/' target='_blank'>Timmer 1999b</a>, <a href='https://journals.lww.com/eurojgh/Fulltext/2008/09000/The_incidence_of_inflammatory_bowel_disease_in_a.16.aspx' target='_blank'>Ott 2008</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",25.04381845,15.86100094,4.494350062,"<p style=""font-size: 125%"">Overall incidence: 25.04<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 15.86<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 4.49<br></p>",4.53474492,3.951795155,11.3226553,CP,pop,,,,,major developed,,,
24,Greece,GRC,country,"<p style=""font-size: 150%""><b>Greece</b></p>","<p style=""font-size: 125%""><b>Heraklion:</b> Over the 1990–1994 period, the incidence of Crohn’s disease and ulcerative colitis is estimated at 3/100,000 and 8.9/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609009134' target='_blank'>Manousos 1996a</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/8889457/' target='_blank'>Manousos 1996b</a>). A Second estimate over the 1991–1993 period estimates the incidence of Crohn’s disease and ulcerative colitis at 3.9/100,000 and 16.6/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Ioannina:</b> Over the 1982–1991 period, the incidence of Crohn’s disease and ulcerative colitis is estimated at 0.3/100,000 and 4/100,000, respectively (<a href='https://gut.bmj.com/content/35/3/369' target='_blank'>Tsianos 1994</a>). In 2010, the incidence of Crohn’s disease was 3.6/100,000 and the incidence of ulcerative colitis was 6/100,000. In 2011, the incidence of both Crohn’s disease and ulcerative colitis was 3.6/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).<br><br>

<b>Trikala:</b> Over the 1990–1994 period, the incidence of ulcerative colitis was estimated at 10.2/100,000 (<a href='https://www.wjgnet.com/1007-9327/full/v11/i12/1785.htm' target='_blank'>Ladas 2005</a>).<br><br> 

References: <a href='https://gut.bmj.com/content/35/3/369' target='_blank'>Tsianos 1994</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609009134' target='_blank'>Manousos 1996a</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/8889457/' target='_blank'>Manousos 1996b</a>, <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://www.wjgnet.com/1007-9327/full/v11/i12/1785.htm' target='_blank'>Ladas 2005</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=false' target='_blank'>Vegh 2014</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",13.18617731,10.11688388,5.334750875,"<p style=""font-size: 125%"">Overall incidence: 13.19<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 10.12<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 5.33<br></p>",6.520873029,2.483990142,10.56106119,CP,pop,,,,,developed,,,
25,Greenland,GRL,country,"<p style=""font-size: 150%""><b>Greenland</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2010, the incidence of ulcerative colitis was 19.6/100,000, and no cases of Crohn’s disease reported (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>",??,16.8978703,12.30932452,11.25790852,"<p style=""font-size: 125%"">Overall incidence: 16.9<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 12.31<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 11.26<br></p>",4.686460295,14.54933972,11.57922176,E,notpop,,,,,??,,not on list from Joey; need to check development status,
26,Guadeloupe and Martinique,MTQ,region,"<p style=""font-size: 150%""><b>Guadeloupe and Martinique</b></p>","<p style=""font-size: 125%""><b>Guadeloupe and Martinique:</b> Over the 1997–1999 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 1.85/100,000 and 2.23/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/abs/pii/S039983200586347X?via%3Dihub' target='_blank'>Edouard 2005</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",20.59608811,2.398780903,20.91334904,"<p style=""font-size: 125%"">Overall incidence: 20.6<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 2.4<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 20.91<br></p>",17.57663573,6.105431146,13.74581578,AI,pop,,,,,developing,,check on this in json,retrieve coords
27,Hong Kong,HKG,country,"<p style=""font-size: 150%""><b>Hong Kong</b></p>","<p style=""font-size: 125%""><b>Entire Region:</b> Over the 1966–1980 period, the incidence of ulcerative colitis was estimated at 0.11/100,000 (<a href='https://hub.hku.hk/handle/10722/161685' target='_blank'>Lai 1985</a>). Over the 1991–2006 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.19/100,000 and 0.59/100,000, respectively (<a href='https://pubmed.ncbi.nlm.nih.gov/18057431/' target='_blank'>Lok 2007</a>, <a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1440-1746.2007.05079.x' target='_blank'>Lok 2008</a>). Over the 2011–2013, the incidence of Crohn’s disease and ulcerative colitis was estimated at 1.23/100,000 and 1.34/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>, see also <a href='https://journals.lww.com/ajg/Abstract/2009/03000/Long_term_Follow_up_of_Ulcerative_Colitis_in_the.24.aspx' target='_blank'>Chow 2009</a>, and <a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>).<br><br>

<b>Shatin & Sai Kung districts:</b> Over the 1990–1992 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.41/100,000 and 0.78/100,000, respectively. Over the 1999–2001 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 1/100,000 and 1.15/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/10/5/646/4718255?login=true' target='_blank'>Leong 2004</a>).

References: <a href='https://hub.hku.hk/handle/10722/161685' target='_blank'>Lai 1985</a>, <a href='https://academic.oup.com/ibdjournal/article/10/5/646/4718255?login=true' target='_blank'>Leong 2004</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/18057431/' target='_blank'>Lok 2007</a>, <a href='https://onlinelibrary.wiley.com/doi/10.1111/j.1440-1746.2007.05079.x' target='_blank'>Lok 2008</a>, <a href='https://journals.lww.com/ajg/Abstract/2009/03000/Long_term_Follow_up_of_Ulcerative_Colitis_in_the.24.aspx' target='_blank'>Chow 2009</a>, <a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub'>Ng 2013</a>, <a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developing</p>",1.493679893,7.476717332,20.8174207,"<p style=""font-size: 125%"">Overall incidence: 1.49<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 7.48<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 20.82<br></p>",16.00966401,26.50052739,24.76924609,CP,pop,,,,,developing,,,
28,Hungary,HUN,country,"<p style=""font-size: 150%""><b>Hungary</b></p>","<p style=""font-size: 125%""><b>Veszprém Province:</b> Over the 1977–1981 period, incidence of Crohn’s disease and ulcerative colitis was estimated at 0.41/100,000 and 1.66/100,000, respectively (Lakatos 2003). In 2011, incidence of Crohn’s disease and ulcerative colitis was 14.6/100,000 and 11.9/100,000 (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>, see also <a href='https://academic.oup.com/ibdjournal/article/17/12/2558/4631031?login=true' target='_blank'>Lakatos 2011</a> and <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

References: Lakatos 2003, <a href='https://academic.oup.com/ibdjournal/article/17/12/2558/4631031?login=true' target='_blank'>Lakatos 2011</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",11.11665913,14.27170069,18.59381183,"<p style=""font-size: 125%"">Overall incidence: 11.12<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 14.27<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 18.59<br></p>",11.67010271,0.509014999,25.37258658,E,pop,,,,,developed,,,
29,Iceland,ISL,country,"<p style=""font-size: 150%""><b>Iceland</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the 1950–1954 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.66/100,000 and 1.97/100,000. Over the 2005–2009 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.6/100,000 and 22.1/100,000 (<a href='https://www.tandfonline.com/doi/abs/10.1080/00365529850166239' target='_blank'>Bjornsson 1998</a>).<br><br>

<b>Reykjavik:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimate at 8.2/100,000 and 24.3/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br> 

References: <a href='https://www.tandfonline.com/doi/abs/10.1080/00365529850166239' target='_blank'>Bjornsson 1998</a>, <a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2015.1047792' target='_blank'>Bjornsoon 2015</a></p>","<p style=""font-size: 125%""><b>National:</b> In 1959, the prevalence of Crohn’s disease and ulcerative colitis was 3/100,000 and 31/100,000, respectively. In 1979, the prevalence of Crohn’s disease and ulcerative colitis was 10/100,000 and 221.1/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909091351' target='_blank'>Bjornsson 1989</a>).</p>","<p style=""font-size: 125%"">Designation: HIC<br><br>

Data on the UC:CD incidence ratio comes from 18 annual data points comprised from five studies using largely national data and spanning 1950–2010. In 2010, the UC:CD incidence ratio was 3.18, and was significantly decreasing (AAPC: _2.95; 95% CI: _4.05, _1.85). (<a href='https://www.tandfonline.com/doi/abs/10.1080/00365529850166239' target='_blank'>Bjornsson 1998</a>, Bjornsson 2000, <a href='https://www.tandfonline.com/doi/full/10.3109/00365521.2015.1047792' target='_blank'>Bjornsson 2015</a>, <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).<br><br>

Data on the UC:CD prevalence ratio comes from three annual data points from Bjornsson 1989. In 1979, the UC:CD prevalence ratio was estimated at 12.2 (AAPC: 0.80; 95% CI: _3.21, 4.97).</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%""></p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",26.30925211,20.46454846,6.052125597,"<p style=""font-size: 125%"">Overall incidence: 26.31<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 20.46<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 6.05<br></p>",19.55379188,12.54201718,1.149425943,E,pop,,,,,developed,,,example
30,India,IND,country,"<p style=""font-size: 150%""><b>India</b></p>","<p style=""font-size: 125%""><b>Hyderabad:</b> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.91/100,000 and 5.4/100,000, respectively (<a href='https://journals.lww.com/ajg/Abstract/2019/01000/Population_Density_and_Risk_of_Inflammatory_Bowel.19.aspx' target='_blank'>Ng 2018</a>).<br><br>

<b>Punjab:</b> In 1999, the incidence of ulcerative colitis was estimated at 6.02/100,000 (<a href='https://gut.bmj.com/content/52/11/1587' target='_blank'>Sood 2003<a/>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",18.6231334,7.113375234,19.21693526,"<p style=""font-size: 125%"">Overall incidence: 18.62<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 7.11<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 19.22<br></p>",10.85553873,15.50974479,28.19415109,AI,pop,,,,,developing,,,example
31,Indonesia,IDN,country,"<p style=""font-size: 150%""><b>Indonesia</b></p>","<p style=""font-size: 125%""><b>Central Jakarta:</b> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.25/100,000 and 0.5/100,000, respectively (<a href='https://www.gastrojournal.org/article/S0016-5085(16)30195-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developing</p>",1.045324417,18.23936103,18.23670207,"<p style=""font-size: 125%"">Overall incidence: 1.05<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 18.24<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 18.24<br></p>",8.990682932,26.71732634,20.94838323,CP,pop,,,,,developing,,,
32,Iran,IRN,country,"<p style=""font-size: 150%""><b>Iran</b></p>","<p style=""font-size: 125%""><b>Kerman:</b> In 2011, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.8/100,000 and 4.98/100,000, respectively (<a href='https://pubmed.ncbi.nlm.nih.gov/24829703/' target='_blank'>Zahedi 2014</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",8.881903308,5.169955761,9.756720764,"<p style=""font-size: 125%"">Overall incidence: 8.88<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 5.17<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 9.76<br></p>",10.25353487,10.69878549,16.00741973,AI,notpop,,,,,developing,,,
33,Ireland,IRL,country,"<p style=""font-size: 150%""><b>Ireland</b></p>","<p style=""font-size: 125%""><b>Dublin:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.9/100,000 and 14.8/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>). In 2010, the incidence of Crohn’s disease and ulcerative colitis was 4.3/100,000 and 4.2/100,000, respectively (<a href='https://gut.bmj.com/content/63/4/588' target='_blank'>Burisch 2014</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developed</p>",19.09760364,0.808767011,9.964158423,"<p style=""font-size: 125%"">Overall incidence: 19.1<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 0.81<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 9.96<br></p>",20.89439551,24.38992301,24.1778346,E,notpop,,,,,developed,,,
